"season","league","team","points","wins","draws","losses","goals_for","goals_against","goal_diff","played","position"
"2008/2009",Belgium Jupiler League,RSC Anderlecht,77,24,5,5,75,30,45,34,1
"2008/2009",Belgium Jupiler League,Standard de Liège,77,24,5,5,66,26,40,34,2
"2008/2009",Belgium Jupiler League,KAA Gent,59,17,8,9,67,42,25,34,3
"2008/2009",Belgium Jupiler League,Club Brugge KV,59,18,5,11,59,50,9,34,4
"2008/2009",Belgium Jupiler League,SV Zulte-Waregem,55,16,7,11,55,36,19,34,5
"2008/2009",Belgium Jupiler League,KVC Westerlo,52,15,7,12,42,38,4,34,6
"2008/2009",Belgium Jupiler League,Sporting Lokeren,51,13,12,9,40,32,8,34,7
"2008/2009",Belgium Jupiler League,KRC Genk,50,15,5,14,48,51,-3,34,8
"2008/2009",Belgium Jupiler League,KSV Cercle Brugge,47,14,5,15,48,53,-5,34,9
"2008/2009",Belgium Jupiler League,KV Mechelen,46,12,10,12,46,52,-6,34,10
"2008/2009",Belgium Jupiler League,Royal Excel Mouscron,44,12,8,14,42,49,-7,34,11
"2008/2009",Belgium Jupiler League,Sporting Charleroi,43,12,7,15,43,48,-5,34,12
"2008/2009",Belgium Jupiler League,Beerschot AC,42,11,9,14,44,42,2,34,13
"2008/2009",Belgium Jupiler League,KV Kortrijk,38,9,11,14,37,55,-18,34,14
"2008/2009",Belgium Jupiler League,FCV Dender EH,35,9,8,17,44,58,-14,34,15
"2008/2009",Belgium Jupiler League,KSV Roeselare,30,8,6,20,33,59,-26,34,16
"2008/2009",Belgium Jupiler League,Tubize,27,7,6,21,35,77,-42,34,17
"2008/2009",Belgium Jupiler League,RAEC Mons,19,3,10,21,31,57,-26,34,18
"2008/2009",England Premier League,Manchester United,90,28,6,4,68,24,44,38,1
"2008/2009",England Premier League,Liverpool,86,25,11,2,77,27,50,38,2
"2008/2009",England Premier League,Chelsea,83,25,8,5,68,24,44,38,3
"2008/2009",England Premier League,Arsenal,72,20,12,6,68,37,31,38,4
"2008/2009",England Premier League,Everton,63,17,12,9,55,37,18,38,5
"2008/2009",England Premier League,Aston Villa,62,17,11,10,54,48,6,38,6
"2008/2009",England Premier League,Fulham,53,14,11,13,39,34,5,38,7
"2008/2009",England Premier League,Tottenham Hotspur,51,14,9,15,45,45,0,38,8
"2008/2009",England Premier League,West Ham United,51,14,9,15,42,45,-3,38,9
"2008/2009",England Premier League,Manchester City,50,15,5,18,58,50,8,38,10
"2008/2009",England Premier League,Wigan Athletic,45,12,9,17,34,45,-11,38,11
"2008/2009",England Premier League,Stoke City,45,12,9,17,38,55,-17,38,12
"2008/2009",England Premier League,Bolton Wanderers,41,11,8,19,41,53,-12,38,13
"2008/2009",England Premier League,Portsmouth,41,10,11,17,38,57,-19,38,14
"2008/2009",England Premier League,Blackburn Rovers,41,10,11,17,40,60,-20,38,15
"2008/2009",England Premier League,Sunderland,36,9,9,20,34,54,-20,38,16
"2008/2009",England Premier League,Hull City,35,8,11,19,39,64,-25,38,17
"2008/2009",England Premier League,Newcastle United,34,7,13,18,40,59,-19,38,18
"2008/2009",England Premier League,Middlesbrough,32,7,11,20,28,57,-29,38,19
"2008/2009",England Premier League,West Bromwich Albion,32,8,8,22,36,67,-31,38,20
"2008/2009",France Ligue 1,Girondins de Bordeaux,80,24,8,6,64,34,30,38,1
"2008/2009",France Ligue 1,Olympique de Marseille,77,22,11,5,67,35,32,38,2
"2008/2009",France Ligue 1,Olympique Lyonnais,71,20,11,7,52,29,23,38,3
"2008/2009",France Ligue 1,Toulouse FC,64,16,16,6,45,27,18,38,4
"2008/2009",France Ligue 1,LOSC Lille,64,17,13,8,51,39,12,38,5
"2008/2009",France Ligue 1,Paris Saint-Germain,64,19,7,12,49,38,11,38,6
"2008/2009",France Ligue 1,Stade Rennais FC,61,15,16,7,42,34,8,38,7
"2008/2009",France Ligue 1,AJ Auxerre,55,16,7,15,35,35,0,38,8
"2008/2009",France Ligue 1,OGC Nice,50,13,11,14,40,41,-1,38,9
"2008/2009",France Ligue 1,FC Lorient,45,10,15,13,47,47,0,38,10
"2008/2009",France Ligue 1,AS Monaco,45,11,12,15,41,45,-4,38,11
"2008/2009",France Ligue 1,Valenciennes FC,44,10,14,14,35,42,-7,38,12
"2008/2009",France Ligue 1,Grenoble Foot 38,44,10,14,14,24,37,-13,38,13
"2008/2009",France Ligue 1,FC Sochaux-Montbéliard,42,10,12,16,40,48,-8,38,14
"2008/2009",France Ligue 1,AS Nancy-Lorraine,42,10,12,16,38,47,-9,38,15
"2008/2009",France Ligue 1,Le Mans FC,40,10,10,18,43,54,-11,38,16
"2008/2009",France Ligue 1,AS Saint-Étienne,40,11,7,20,40,56,-16,38,17
"2008/2009",France Ligue 1,SM Caen,37,8,13,17,42,49,-7,38,18
"2008/2009",France Ligue 1,FC Nantes,37,9,10,19,33,54,-21,38,19
"2008/2009",France Ligue 1,Le Havre AC,26,7,5,26,30,67,-37,38,20
"2008/2009",Germany 1. Bundesliga,VfL Wolfsburg,69,21,6,7,80,41,39,34,1
"2008/2009",Germany 1. Bundesliga,FC Bayern Munich,67,20,7,7,71,42,29,34,2
"2008/2009",Germany 1. Bundesliga,VfB Stuttgart,64,19,7,8,63,43,20,34,3
"2008/2009",Germany 1. Bundesliga,Hertha BSC Berlin,63,19,6,9,48,41,7,34,4
"2008/2009",Germany 1. Bundesliga,Hamburger SV,61,19,4,11,49,47,2,34,5
"2008/2009",Germany 1. Bundesliga,Borussia Dortmund,59,15,14,5,60,37,23,34,6
"2008/2009",Germany 1. Bundesliga,TSG 1899 Hoffenheim,55,15,10,9,63,49,14,34,7
"2008/2009",Germany 1. Bundesliga,FC Schalke 04,50,14,8,12,47,35,12,34,8
"2008/2009",Germany 1. Bundesliga,Bayer 04 Leverkusen,49,14,7,13,59,46,13,34,9
"2008/2009",Germany 1. Bundesliga,SV Werder Bremen,45,12,9,13,64,50,14,34,10
"2008/2009",Germany 1. Bundesliga,Hannover 96,40,10,10,14,49,69,-20,34,11
"2008/2009",Germany 1. Bundesliga,"1. FC Köln",39,11,6,17,35,50,-15,34,12
"2008/2009",Germany 1. Bundesliga,Eintracht Frankfurt,33,8,9,17,39,60,-21,34,13
"2008/2009",Germany 1. Bundesliga,VfL Bochum,32,7,11,16,39,55,-16,34,14
"2008/2009",Germany 1. Bundesliga,Borussia Mönchengladbach,31,8,7,19,39,62,-23,34,15
"2008/2009",Germany 1. Bundesliga,FC Energie Cottbus,30,8,6,20,30,57,-27,34,16
"2008/2009",Germany 1. Bundesliga,Karlsruher SC,29,8,5,21,30,54,-24,34,17
"2008/2009",Germany 1. Bundesliga,DSC Arminia Bielefeld,28,4,16,14,29,56,-27,34,18
"2008/2009",Italy Serie A,Inter,84,25,9,4,70,32,38,38,1
"2008/2009",Italy Serie A,Milan,74,22,8,8,70,35,35,38,2
"2008/2009",Italy Serie A,Juventus,74,21,11,6,69,37,32,38,3
"2008/2009",Italy Serie A,Genoa,68,19,11,8,56,39,17,38,4
"2008/2009",Italy Serie A,Fiorentina,68,21,5,12,53,38,15,38,5
"2008/2009",Italy Serie A,Roma,63,18,9,11,64,61,3,38,6
"2008/2009",Italy Serie A,Udinese,58,16,10,12,61,50,11,38,7
"2008/2009",Italy Serie A,Palermo,57,17,6,15,57,50,7,38,8
"2008/2009",Italy Serie A,Cagliari,53,15,8,15,49,50,-1,38,9
"2008/2009",Italy Serie A,Lazio,50,15,5,18,46,55,-9,38,10
"2008/2009",Italy Serie A,Atalanta,47,13,8,17,45,48,-3,38,11
"2008/2009",Italy Serie A,Napoli,46,12,10,16,43,45,-2,38,12
"2008/2009",Italy Serie A,Sampdoria,46,11,13,14,49,52,-3,38,13
"2008/2009",Italy Serie A,Siena,44,12,8,18,33,44,-11,38,14
"2008/2009",Italy Serie A,Catania,43,12,7,19,41,51,-10,38,15
"2008/2009",Italy Serie A,Chievo Verona,38,8,14,16,35,49,-14,38,16
"2008/2009",Italy Serie A,Bologna,37,9,10,19,43,62,-19,38,17
"2008/2009",Italy Serie A,Torino,34,8,10,20,37,61,-24,38,18
"2008/2009",Italy Serie A,Reggio Calabria,31,6,13,19,30,62,-32,38,19
"2008/2009",Italy Serie A,Lecce,30,5,15,18,37,67,-30,38,20
"2008/2009",Netherlands Eredivisie,AZ,80,25,5,4,66,22,44,34,1
"2008/2009",Netherlands Eredivisie,FC Twente,69,20,9,5,62,31,31,34,2
"2008/2009",Netherlands Eredivisie,Ajax,68,21,5,8,74,41,33,34,3
"2008/2009",Netherlands Eredivisie,PSV,65,19,8,7,71,33,38,34,4
"2008/2009",Netherlands Eredivisie,SC Heerenveen,60,17,9,8,66,57,9,34,5
"2008/2009",Netherlands Eredivisie,FC Groningen,56,17,5,12,53,36,17,34,6
"2008/2009",Netherlands Eredivisie,Feyenoord,45,12,9,13,54,46,8,34,7
"2008/2009",Netherlands Eredivisie,NAC Breda,45,13,6,15,44,54,-10,34,8
"2008/2009",Netherlands Eredivisie,FC Utrecht,44,11,11,12,41,44,-3,34,9
"2008/2009",Netherlands Eredivisie,Vitesse,43,11,10,13,41,48,-7,34,10
"2008/2009",Netherlands Eredivisie,N.E.C.,42,9,15,10,41,40,1,34,11
"2008/2009",Netherlands Eredivisie,Willem II,37,10,7,17,35,58,-23,34,12
"2008/2009",Netherlands Eredivisie,Sparta Rotterdam,35,9,8,17,46,66,-20,34,13
"2008/2009",Netherlands Eredivisie,ADO Den Haag,32,8,8,18,41,58,-17,34,14
"2008/2009",Netherlands Eredivisie,Heracles Almelo,32,7,11,16,35,53,-18,34,15
"2008/2009",Netherlands Eredivisie,Roda JC Kerkrade,30,7,9,18,38,58,-20,34,16
"2008/2009",Netherlands Eredivisie,De Graafschap,30,7,9,18,24,58,-34,34,17
"2008/2009",Netherlands Eredivisie,FC Volendam,29,7,8,19,38,67,-29,34,18
"2008/2009",Poland Ekstraklasa,Wisła Kraków,64,19,7,4,53,21,32,30,1
"2008/2009",Poland Ekstraklasa,Legia Warszawa,61,18,7,5,52,17,35,30,2
"2008/2009",Poland Ekstraklasa,Lech Poznań,59,16,11,3,51,24,27,30,3
"2008/2009",Poland Ekstraklasa,P. Warszawa,54,15,9,6,40,23,17,30,4
"2008/2009",Poland Ekstraklasa,GKS Bełchatów,54,17,3,10,40,28,12,30,5
"2008/2009",Poland Ekstraklasa,Śląsk Wrocław,45,11,12,7,40,34,6,30,6
"2008/2009",Poland Ekstraklasa,Polonia Bytom,35,10,5,15,30,46,-16,30,7
"2008/2009",Poland Ekstraklasa,Widzew Łódź,35,10,5,15,27,43,-16,30,7
"2008/2009",Poland Ekstraklasa,Jagiellonia Białystok,34,9,7,14,28,34,-6,30,9
"2008/2009",Poland Ekstraklasa,Ruch Chorzów,34,9,7,14,22,32,-10,30,10
"2008/2009",Poland Ekstraklasa,Piast Gliwice,33,9,6,15,17,26,-9,30,11
"2008/2009",Poland Ekstraklasa,Lechia Gdańsk,32,9,5,16,30,44,-14,30,12
"2008/2009",Poland Ekstraklasa,Odra Wodzisław,32,8,8,14,23,40,-17,30,13
"2008/2009",Poland Ekstraklasa,Arka Gdynia,30,7,9,14,27,39,-12,30,14
"2008/2009",Poland Ekstraklasa,Cracovia,30,7,9,14,24,40,-16,30,15
"2008/2009",Poland Ekstraklasa,Polonia Bytom,29,7,8,15,20,33,-13,30,16
"2008/2009",Portugal Liga ZON Sagres,FC Porto,70,21,7,2,61,18,43,30,1
"2008/2009",Portugal Liga ZON Sagres,Sporting CP,66,20,6,4,45,20,25,30,2
"2008/2009",Portugal Liga ZON Sagres,SL Benfica,59,17,8,5,54,32,22,30,3
"2008/2009",Portugal Liga ZON Sagres,CD Nacional,52,15,7,8,47,32,15,30,4
"2008/2009",Portugal Liga ZON Sagres,SC Braga,50,13,11,6,38,21,17,30,5
"2008/2009",Portugal Liga ZON Sagres,Leixões SC,45,12,9,9,30,31,-1,30,6
"2008/2009",Portugal Liga ZON Sagres,Académica de Coimbra,39,10,9,11,28,32,-4,30,7
"2008/2009",Portugal Liga ZON Sagres,Vitória Guimarães,38,10,8,12,32,36,-4,30,8
"2008/2009",Portugal Liga ZON Sagres,CS Marítimo,37,9,10,11,35,36,-1,30,9
"2008/2009",Portugal Liga ZON Sagres,FC Paços de Ferreira,34,9,7,14,37,42,-5,30,10
"2008/2009",Portugal Liga ZON Sagres,Amadora,34,8,10,12,26,38,-12,30,11
"2008/2009",Portugal Liga ZON Sagres,Rio Ave FC,30,8,6,16,20,35,-15,30,12
"2008/2009",Portugal Liga ZON Sagres,Naval 1° de Maio,29,7,8,15,25,39,-14,30,13
"2008/2009",Portugal Liga ZON Sagres,Vitória Setúbal,26,7,5,18,21,46,-25,30,14
"2008/2009",Portugal Liga ZON Sagres,CF Os Belenenses,24,5,9,16,28,52,-24,30,15
"2008/2009",Portugal Liga ZON Sagres,Trofense,23,5,8,17,25,42,-17,30,16
"2008/2009",Scotland Premier League,Rangers,86,26,8,4,77,28,49,38,1
"2008/2009",Scotland Premier League,Celtic,82,24,10,4,80,33,47,38,2
"2008/2009",Scotland Premier League,Heart of Midlothian,59,16,11,11,40,37,3,38,3
"2008/2009",Scotland Premier League,Aberdeen,53,14,11,13,41,40,1,38,4
"2008/2009",Scotland Premier League,Dundee United,53,13,14,11,47,50,-3,38,5
"2008/2009",Scotland Premier League,Motherwell,48,13,9,16,46,51,-5,38,6
"2008/2009",Scotland Premier League,Hibernian,47,11,14,13,42,46,-4,38,7
"2008/2009",Scotland Premier League,Kilmarnock,44,12,8,18,38,48,-10,38,8
"2008/2009",Scotland Premier League,Hamilton Academical FC,41,12,5,21,30,53,-23,38,9
"2008/2009",Scotland Premier League,Falkirk,38,9,11,18,37,52,-15,38,10
"2008/2009",Scotland Premier League,St. Mirren,37,9,10,19,33,52,-19,38,11
"2008/2009",Scotland Premier League,Inverness Caledonian Thistle,37,10,7,21,37,58,-21,38,12
"2008/2009",Spain LIGA BBVA,FC Barcelona,87,27,6,5,105,35,70,38,1
"2008/2009",Spain LIGA BBVA,Real Madrid CF,78,25,3,10,83,52,31,38,2
"2008/2009",Spain LIGA BBVA,Sevilla FC,70,21,7,10,54,39,15,38,3
"2008/2009",Spain LIGA BBVA,Atlético Madrid,67,20,7,11,80,57,23,38,4
"2008/2009",Spain LIGA BBVA,Villarreal CF,65,18,11,9,61,54,7,38,5
"2008/2009",Spain LIGA BBVA,Valencia CF,62,18,8,12,68,54,14,38,6
"2008/2009",Spain LIGA BBVA,RC Deportivo de La Coruña,58,16,10,12,48,47,1,38,7
"2008/2009",Spain LIGA BBVA,Málaga CF,55,15,10,13,55,59,-4,38,8
"2008/2009",Spain LIGA BBVA,RCD Mallorca,51,14,9,15,53,60,-7,38,9
"2008/2009",Spain LIGA BBVA,RCD Espanyol,47,12,11,15,46,49,-3,38,10
"2008/2009",Spain LIGA BBVA,Racing Santander,46,12,10,16,49,48,1,38,11
"2008/2009",Spain LIGA BBVA,UD Almería,46,13,7,18,45,61,-16,38,12
"2008/2009",Spain LIGA BBVA,Athletic Club de Bilbao,44,12,8,18,47,62,-15,38,13
"2008/2009",Spain LIGA BBVA,CA Osasuna,43,10,13,15,41,47,-6,38,14
"2008/2009",Spain LIGA BBVA,Real Valladolid,43,12,7,19,46,58,-12,38,15
"2008/2009",Spain LIGA BBVA,Real Sporting de Gijón,43,14,1,23,47,79,-32,38,16
"2008/2009",Spain LIGA BBVA,Getafe CF,42,10,12,16,50,56,-6,38,17
"2008/2009",Spain LIGA BBVA,Real Betis Balompié,42,10,12,16,51,58,-7,38,18
"2008/2009",Spain LIGA BBVA,CD Numancia,35,10,5,23,38,69,-31,38,19
"2008/2009",Spain LIGA BBVA,RC Recreativo,33,8,9,21,34,57,-23,38,20
"2008/2009",Switzerland Super League,FC Zürich,79,24,7,5,80,36,44,36,1
"2008/2009",Switzerland Super League,BSC Young Boys,73,22,7,7,85,46,39,36,2
"2008/2009",Switzerland Super League,FC Basel,72,22,6,8,72,44,28,36,3
"2008/2009",Switzerland Super League,Grasshopper Club Zürich,50,12,14,10,57,48,9,36,4
"2008/2009",Switzerland Super League,FC Aarau,44,11,11,14,35,51,-16,36,5
"2008/2009",Switzerland Super League,AC Bellinzona,43,11,10,15,44,51,-7,36,6
"2008/2009",Switzerland Super League,Neuchâtel Xamax,40,10,10,16,50,57,-7,36,7
"2008/2009",Switzerland Super League,FC Sion,37,9,10,17,44,60,-16,36,8
"2008/2009",Switzerland Super League,FC Luzern,35,9,8,19,45,62,-17,36,9
"2008/2009",Switzerland Super League,FC Vaduz,22,5,7,24,28,85,-57,36,10
"2009/2010",Belgium Jupiler League,RSC Anderlecht,69,22,3,3,62,20,42,28,1
"2009/2010",Belgium Jupiler League,Club Brugge KV,57,17,6,5,52,33,19,28,2
"2009/2010",Belgium Jupiler League,KAA Gent,49,14,7,7,49,30,19,28,3
"2009/2010",Belgium Jupiler League,KV Kortrijk,45,12,9,7,39,30,9,28,4
"2009/2010",Belgium Jupiler League,Sint-Truidense VV,42,12,6,10,35,35,0,28,5
"2009/2010",Belgium Jupiler League,SV Zulte-Waregem,41,10,11,7,39,32,7,28,6
"2009/2010",Belgium Jupiler League,Standard de Liège,39,10,9,9,38,34,4,28,7
"2009/2010",Belgium Jupiler League,KV Mechelen,39,12,3,13,36,46,-10,28,8
"2009/2010",Belgium Jupiler League,KSV Cercle Brugge,38,11,5,12,45,40,5,28,9
"2009/2010",Belgium Jupiler League,Beerschot AC,35,9,8,11,30,43,-13,28,10
"2009/2010",Belgium Jupiler League,KRC Genk,34,8,10,10,33,31,2,28,11
"2009/2010",Belgium Jupiler League,KVC Westerlo,32,8,8,12,28,34,-6,28,12
"2009/2010",Belgium Jupiler League,Sporting Charleroi,23,5,8,15,28,45,-17,28,13
"2009/2010",Belgium Jupiler League,KSV Roeselare,18,4,6,18,29,58,-29,28,14
"2009/2010",Belgium Jupiler League,Sporting Lokeren,18,5,3,20,22,54,-32,28,15
"2009/2010",England Premier League,Chelsea,86,27,5,6,103,32,71,38,1
"2009/2010",England Premier League,Manchester United,85,27,4,7,86,28,58,38,2
"2009/2010",England Premier League,Arsenal,75,23,6,9,83,41,42,38,3
"2009/2010",England Premier League,Tottenham Hotspur,70,21,7,10,67,41,26,38,4
"2009/2010",England Premier League,Manchester City,67,18,13,7,73,45,28,38,5
"2009/2010",England Premier League,Aston Villa,64,17,13,8,52,39,13,38,6
"2009/2010",England Premier League,Liverpool,63,18,9,11,61,35,26,38,7
"2009/2010",England Premier League,Everton,61,16,13,9,60,49,11,38,8
"2009/2010",England Premier League,Birmingham City,50,13,11,14,38,47,-9,38,9
"2009/2010",England Premier League,Blackburn Rovers,50,13,11,14,41,55,-14,38,10
"2009/2010",England Premier League,Stoke City,47,11,14,13,34,48,-14,38,11
"2009/2010",England Premier League,Fulham,46,12,10,16,39,46,-7,38,12
"2009/2010",England Premier League,Sunderland,44,11,11,16,48,56,-8,38,13
"2009/2010",England Premier League,Bolton Wanderers,39,10,9,19,42,67,-25,38,14
"2009/2010",England Premier League,Wolverhampton Wanderers,38,9,11,18,32,56,-24,38,15
"2009/2010",England Premier League,Wigan Athletic,36,9,9,20,37,79,-42,38,16
"2009/2010",England Premier League,West Ham United,35,8,11,19,47,66,-19,38,17
"2009/2010",England Premier League,Burnley,30,8,6,24,42,82,-40,38,18
"2009/2010",England Premier League,Hull City,30,6,12,20,34,75,-41,38,19
"2009/2010",England Premier League,Portsmouth,28,7,7,24,34,66,-32,38,20
"2009/2010",France Ligue 1,Olympique de Marseille,78,23,9,6,69,36,33,38,1
"2009/2010",France Ligue 1,Olympique Lyonnais,72,20,12,6,64,38,26,38,2
"2009/2010",France Ligue 1,AJ Auxerre,71,20,11,7,42,29,13,38,3
"2009/2010",France Ligue 1,LOSC Lille,70,21,7,10,72,40,32,38,4
"2009/2010",France Ligue 1,Montpellier Hérault SC,69,20,9,9,50,40,10,38,5
"2009/2010",France Ligue 1,Girondins de Bordeaux,64,19,7,12,58,40,18,38,6
"2009/2010",France Ligue 1,FC Lorient,58,16,10,12,54,42,12,38,7
"2009/2010",France Ligue 1,AS Monaco,55,15,10,13,39,45,-6,38,8
"2009/2010",France Ligue 1,Stade Rennais FC,53,14,11,13,52,41,11,38,9
"2009/2010",France Ligue 1,Valenciennes FC,52,14,10,14,50,50,0,38,10
"2009/2010",France Ligue 1,RC Lens,48,12,12,14,40,44,-4,38,11
"2009/2010",France Ligue 1,AS Nancy-Lorraine,48,13,9,16,46,53,-7,38,12
"2009/2010",France Ligue 1,Paris Saint-Germain,47,12,11,15,50,46,4,38,13
"2009/2010",France Ligue 1,Toulouse FC,47,12,11,15,36,36,0,38,14
"2009/2010",France Ligue 1,OGC Nice,44,11,11,16,41,57,-16,38,15
"2009/2010",France Ligue 1,FC Sochaux-Montbéliard,41,11,8,19,28,52,-24,38,16
"2009/2010",France Ligue 1,AS Saint-Étienne,40,10,10,18,27,45,-18,38,17
"2009/2010",France Ligue 1,Le Mans FC,32,8,8,22,36,59,-23,38,18
"2009/2010",France Ligue 1,US Boulogne Cote D'Opale,31,7,10,21,31,62,-31,38,19
"2009/2010",France Ligue 1,Grenoble Foot 38,23,5,8,25,31,61,-30,38,20
"2009/2010",Germany 1. Bundesliga,FC Bayern Munich,70,20,10,4,72,31,41,34,1
"2009/2010",Germany 1. Bundesliga,FC Schalke 04,65,19,8,7,53,31,22,34,2
"2009/2010",Germany 1. Bundesliga,SV Werder Bremen,61,17,10,7,71,40,31,34,3
"2009/2010",Germany 1. Bundesliga,Bayer 04 Leverkusen,59,15,14,5,65,38,27,34,4
"2009/2010",Germany 1. Bundesliga,Borussia Dortmund,57,16,9,9,54,42,12,34,5
"2009/2010",Germany 1. Bundesliga,VfB Stuttgart,55,15,10,9,51,41,10,34,6
"2009/2010",Germany 1. Bundesliga,Hamburger SV,52,13,13,8,56,41,15,34,7
"2009/2010",Germany 1. Bundesliga,VfL Wolfsburg,50,14,8,12,64,58,6,34,8
"2009/2010",Germany 1. Bundesliga,"1. FSV Mainz 05",47,12,11,11,36,42,-6,34,9
"2009/2010",Germany 1. Bundesliga,Eintracht Frankfurt,46,12,10,12,47,54,-7,34,10
"2009/2010",Germany 1. Bundesliga,TSG 1899 Hoffenheim,42,11,9,14,44,42,2,34,11
"2009/2010",Germany 1. Bundesliga,Borussia Mönchengladbach,39,10,9,15,43,60,-17,34,12
"2009/2010",Germany 1. Bundesliga,"1. FC Köln",38,9,11,14,33,42,-9,34,13
"2009/2010",Germany 1. Bundesliga,SC Freiburg,35,9,8,17,35,59,-24,34,14
"2009/2010",Germany 1. Bundesliga,Hannover 96,33,9,6,19,43,67,-24,34,15
"2009/2010",Germany 1. Bundesliga,"1. FC Nürnberg",31,8,7,19,32,58,-26,34,16
"2009/2010",Germany 1. Bundesliga,VfL Bochum,28,6,10,18,33,64,-31,34,17
"2009/2010",Germany 1. Bundesliga,Hertha BSC Berlin,24,5,9,20,34,56,-22,34,18
"2009/2010",Italy Serie A,Inter,82,24,10,4,75,34,41,38,1
"2009/2010",Italy Serie A,Roma,80,24,8,6,68,41,27,38,2
"2009/2010",Italy Serie A,Milan,70,20,10,8,60,39,21,38,3
"2009/2010",Italy Serie A,Sampdoria,67,19,10,9,49,41,8,38,4
"2009/2010",Italy Serie A,Palermo,65,18,11,9,59,47,12,38,5
"2009/2010",Italy Serie A,Napoli,59,15,14,9,50,43,7,38,6
"2009/2010",Italy Serie A,Juventus,55,16,7,15,55,56,-1,38,7
"2009/2010",Italy Serie A,Parma,52,14,10,14,46,51,-5,38,8
"2009/2010",Italy Serie A,Genoa,51,14,9,15,57,61,-4,38,9
"2009/2010",Italy Serie A,Bari,50,13,11,14,49,49,0,38,10
"2009/2010",Italy Serie A,Fiorentina,47,13,8,17,48,47,1,38,11
"2009/2010",Italy Serie A,Lazio,46,11,13,14,39,43,-4,38,12
"2009/2010",Italy Serie A,Catania,45,10,15,13,44,45,-1,38,13
"2009/2010",Italy Serie A,Cagliari,44,11,11,16,56,58,-2,38,14
"2009/2010",Italy Serie A,Chievo Verona,44,12,8,18,37,42,-5,38,15
"2009/2010",Italy Serie A,Udinese,44,11,11,16,54,59,-5,38,15
"2009/2010",Italy Serie A,Bologna,42,10,12,16,42,55,-13,38,17
"2009/2010",Italy Serie A,Atalanta,35,9,8,21,37,53,-16,38,18
"2009/2010",Italy Serie A,Siena,31,7,10,21,40,67,-27,38,19
"2009/2010",Italy Serie A,Livorno,29,7,8,23,27,61,-34,38,20
"2009/2010",Netherlands Eredivisie,FC Twente,86,27,5,2,63,23,40,34,1
"2009/2010",Netherlands Eredivisie,Ajax,85,27,4,3,106,20,86,34,2
"2009/2010",Netherlands Eredivisie,PSV,78,23,9,2,72,29,43,34,3
"2009/2010",Netherlands Eredivisie,Feyenoord,63,17,12,5,54,31,23,34,4
"2009/2010",Netherlands Eredivisie,AZ,62,19,5,10,64,34,30,34,5
"2009/2010",Netherlands Eredivisie,Heracles Almelo,56,17,5,12,54,49,5,34,6
"2009/2010",Netherlands Eredivisie,FC Utrecht,53,14,11,9,39,33,6,34,7
"2009/2010",Netherlands Eredivisie,FC Groningen,49,14,7,13,48,47,1,34,8
"2009/2010",Netherlands Eredivisie,Roda JC Kerkrade,47,14,5,15,56,60,-4,34,9
"2009/2010",Netherlands Eredivisie,NAC Breda,46,12,10,12,42,49,-7,34,10
"2009/2010",Netherlands Eredivisie,SC Heerenveen,37,11,4,19,44,64,-20,34,11
"2009/2010",Netherlands Eredivisie,VVV-Venlo,35,8,11,15,43,57,-14,34,12
"2009/2010",Netherlands Eredivisie,N.E.C.,33,8,9,17,35,59,-24,34,13
"2009/2010",Netherlands Eredivisie,Vitesse,32,8,8,18,38,62,-24,34,14
"2009/2010",Netherlands Eredivisie,ADO Den Haag,30,7,9,18,38,59,-21,34,15
"2009/2010",Netherlands Eredivisie,Sparta Rotterdam,26,6,8,20,30,66,-36,34,16
"2009/2010",Netherlands Eredivisie,Willem II,23,7,2,25,36,70,-34,34,17
"2009/2010",Netherlands Eredivisie,RKC Waalwijk,15,5,0,29,30,80,-50,34,18
"2009/2010",Poland Ekstraklasa,Lech Poznań,65,19,8,3,51,20,31,30,1
"2009/2010",Poland Ekstraklasa,Wisła Kraków,62,19,5,6,48,20,28,30,2
