"team","season","date","rolling_5_game_points"
Jagiellonia Białystok,"2011/2012","2011-08-01 00:00:00",8
Jagiellonia Białystok,"2011/2012","2011-08-06 00:00:00",10
Jagiellonia Białystok,"2011/2012","2011-08-13 00:00:00",8
Jagiellonia Białystok,"2011/2012","2011-08-21 00:00:00",11
Jagiellonia Białystok,"2011/2012","2011-08-28 00:00:00",8
Jagiellonia Białystok,"2011/2012","2011-09-11 00:00:00",10
Jagiellonia Białystok,"2011/2012","2011-09-16 00:00:00",7
Jagiellonia Białystok,"2011/2012","2011-09-25 00:00:00",6
Jagiellonia Białystok,"2011/2012","2011-10-01 00:00:00",6
Jagiellonia Białystok,"2011/2012","2011-10-15 00:00:00",6
Jagiellonia Białystok,"2011/2012","2011-10-22 00:00:00",6
Jagiellonia Białystok,"2011/2012","2011-10-28 00:00:00",6
Jagiellonia Białystok,"2011/2012","2011-11-07 00:00:00",7
Jagiellonia Białystok,"2011/2012","2011-11-18 00:00:00",4
Jagiellonia Białystok,"2011/2012","2011-11-26 00:00:00",5
Jagiellonia Białystok,"2011/2012","2011-12-03 00:00:00",2
Jagiellonia Białystok,"2011/2012","2011-12-11 00:00:00",5
Jagiellonia Białystok,"2011/2012","2012-02-20 00:00:00",4
Jagiellonia Białystok,"2011/2012","2012-02-25 00:00:00",5
Jagiellonia Białystok,"2011/2012","2012-03-04 00:00:00",4
Jagiellonia Białystok,"2011/2012","2012-03-12 00:00:00",4
Jagiellonia Białystok,"2011/2012","2012-03-17 00:00:00",4
Jagiellonia Białystok,"2011/2012","2012-03-23 00:00:00",7
Jagiellonia Białystok,"2011/2012","2012-04-02 00:00:00",6
Jagiellonia Białystok,"2011/2012","2012-04-07 00:00:00",9
Jagiellonia Białystok,"2011/2012","2012-04-13 00:00:00",9
Jagiellonia Białystok,"2011/2012","2012-04-21 00:00:00",9
Jagiellonia Białystok,"2011/2012","2012-04-29 00:00:00",7
Jagiellonia Białystok,"2011/2012","2012-05-03 00:00:00",7
Jagiellonia Białystok,"2011/2012","2012-05-06 00:00:00",7
Jagiellonia Białystok,"2012/2013","2012-08-18 00:00:00",10
Jagiellonia Białystok,"2012/2013","2012-08-24 00:00:00",8
Jagiellonia Białystok,"2012/2013","2012-09-01 00:00:00",8
Jagiellonia Białystok,"2012/2013","2012-09-15 00:00:00",9
Jagiellonia Białystok,"2012/2013","2012-09-22 00:00:00",6
Jagiellonia Białystok,"2012/2013","2012-09-29 00:00:00",4
Jagiellonia Białystok,"2012/2013","2012-10-08 00:00:00",3
Jagiellonia Białystok,"2012/2013","2012-10-20 00:00:00",3
Jagiellonia Białystok,"2012/2013","2012-10-27 00:00:00",5
Jagiellonia Białystok,"2012/2013","2012-11-03 00:00:00",6
Jagiellonia Białystok,"2012/2013","2012-11-10 00:00:00",8
Jagiellonia Białystok,"2012/2013","2012-11-17 00:00:00",9
Jagiellonia Białystok,"2012/2013","2012-11-25 00:00:00",9
Jagiellonia Białystok,"2012/2013","2012-11-30 00:00:00",7
Jagiellonia Białystok,"2012/2013","2012-12-07 00:00:00",7
Jagiellonia Białystok,"2012/2013","2013-02-23 00:00:00",4
Jagiellonia Białystok,"2012/2013","2013-03-03 00:00:00",6
Jagiellonia Białystok,"2012/2013","2013-03-08 00:00:00",5
Jagiellonia Białystok,"2012/2013","2013-03-15 00:00:00",7
Jagiellonia Białystok,"2012/2013","2013-03-30 00:00:00",7
Jagiellonia Białystok,"2012/2013","2013-04-06 00:00:00",10
Jagiellonia Białystok,"2012/2013","2013-04-14 00:00:00",10
Jagiellonia Białystok,"2012/2013","2013-04-20 00:00:00",11
Jagiellonia Białystok,"2012/2013","2013-04-29 00:00:00",8
Jagiellonia Białystok,"2012/2013","2013-05-04 00:00:00",7
Jagiellonia Białystok,"2012/2013","2013-05-11 00:00:00",4
Jagiellonia Białystok,"2012/2013","2013-05-19 00:00:00",1
Jagiellonia Białystok,"2012/2013","2013-05-26 00:00:00",0
Jagiellonia Białystok,"2012/2013","2013-05-30 00:00:00",1
Jagiellonia Białystok,"2012/2013","2013-06-02 00:00:00",4
Jagiellonia Białystok,"2013/2014","2013-07-20 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-07-28 00:00:00",10
Jagiellonia Białystok,"2013/2014","2013-08-05 00:00:00",10
Jagiellonia Białystok,"2013/2014","2013-08-09 00:00:00",10
Jagiellonia Białystok,"2013/2014","2013-08-24 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-08-31 00:00:00",5
Jagiellonia Białystok,"2013/2014","2013-09-15 00:00:00",5
Jagiellonia Białystok,"2013/2014","2013-09-19 00:00:00",8
Jagiellonia Białystok,"2013/2014","2013-09-25 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-09-29 00:00:00",8
Jagiellonia Białystok,"2013/2014","2013-10-05 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-10-18 00:00:00",4
Jagiellonia Białystok,"2013/2014","2013-10-25 00:00:00",1
Jagiellonia Białystok,"2013/2014","2013-10-31 00:00:00",4
Jagiellonia Białystok,"2013/2014","2013-11-04 00:00:00",3
Jagiellonia Białystok,"2013/2014","2013-11-08 00:00:00",4
Jagiellonia Białystok,"2013/2014","2013-11-23 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-11-28 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-12-02 00:00:00",7
Jagiellonia Białystok,"2013/2014","2013-12-07 00:00:00",8
Jagiellonia Białystok,"2013/2014","2013-12-13 00:00:00",10
Jagiellonia Białystok,"2013/2014","2014-02-16 00:00:00",7
Jagiellonia Białystok,"2013/2014","2014-02-21 00:00:00",8
Jagiellonia Białystok,"2013/2014","2014-03-02 00:00:00",8
Jagiellonia Białystok,"2013/2014","2014-03-08 00:00:00",10
Jagiellonia Białystok,"2013/2014","2014-03-17 00:00:00",7
Jagiellonia Białystok,"2013/2014","2014-03-22 00:00:00",8
Jagiellonia Białystok,"2013/2014","2014-03-30 00:00:00",8
Jagiellonia Białystok,"2013/2014","2014-04-05 00:00:00",5
Jagiellonia Białystok,"2013/2014","2014-04-12 00:00:00",3
Jagiellonia Białystok,"2014/2015","2014-07-19 00:00:00",4
Jagiellonia Białystok,"2014/2015","2014-07-27 00:00:00",6
Jagiellonia Białystok,"2014/2015","2014-08-01 00:00:00",8
Jagiellonia Białystok,"2014/2015","2014-08-08 00:00:00",8
Jagiellonia Białystok,"2014/2015","2014-08-15 00:00:00",7
Jagiellonia Białystok,"2014/2015","2014-08-23 00:00:00",6
Jagiellonia Białystok,"2014/2015","2014-08-30 00:00:00",6
Jagiellonia Białystok,"2014/2015","2014-09-13 00:00:00",6
Jagiellonia Białystok,"2014/2015","2014-09-22 00:00:00",7
Jagiellonia Białystok,"2014/2015","2014-09-29 00:00:00",10
Jagiellonia Białystok,"2014/2015","2014-10-03 00:00:00",13
Jagiellonia Białystok,"2014/2015","2014-10-18 00:00:00",13
Jagiellonia Białystok,"2014/2015","2014-10-25 00:00:00",13
Jagiellonia Białystok,"2014/2015","2014-11-03 00:00:00",12
Jagiellonia Białystok,"2014/2015","2014-11-09 00:00:00",9
Jagiellonia Białystok,"2014/2015","2014-11-23 00:00:00",7
Jagiellonia Białystok,"2014/2015","2014-11-29 00:00:00",5
Jagiellonia Białystok,"2014/2015","2014-12-06 00:00:00",3
Jagiellonia Białystok,"2014/2015","2014-12-13 00:00:00",6
Jagiellonia Białystok,"2014/2015","2015-02-15 00:00:00",9
Jagiellonia Białystok,"2014/2015","2015-02-21 00:00:00",11
Jagiellonia Białystok,"2014/2015","2015-03-01 00:00:00",10
Jagiellonia Białystok,"2014/2015","2015-03-06 00:00:00",9
Jagiellonia Białystok,"2014/2015","2015-03-14 00:00:00",9
Jagiellonia Białystok,"2014/2015","2015-03-22 00:00:00",6
Jagiellonia Białystok,"2014/2015","2015-04-06 00:00:00",4
Jagiellonia Białystok,"2014/2015","2015-04-11 00:00:00",4
Jagiellonia Białystok,"2014/2015","2015-04-18 00:00:00",7
Jagiellonia Białystok,"2014/2015","2015-04-25 00:00:00",5
Jagiellonia Białystok,"2014/2015","2015-04-29 00:00:00",8
Jagiellonia Białystok,"2015/2016","2015-07-19 00:00:00",7
Jagiellonia Białystok,"2015/2016","2015-07-26 00:00:00",10
Jagiellonia Białystok,"2015/2016","2015-08-02 00:00:00",7
Jagiellonia Białystok,"2015/2016","2015-08-08 00:00:00",9
Jagiellonia Białystok,"2015/2016","2015-08-16 00:00:00",9
Jagiellonia Białystok,"2015/2016","2015-08-22 00:00:00",10
Jagiellonia Białystok,"2015/2016","2015-08-30 00:00:00",8
Jagiellonia Białystok,"2015/2016","2015-09-12 00:00:00",8
Jagiellonia Białystok,"2015/2016","2015-09-20 00:00:00",8
Jagiellonia Białystok,"2015/2016","2015-09-28 00:00:00",5
Jagiellonia Białystok,"2015/2016","2015-10-02 00:00:00",4
Jagiellonia Białystok,"2015/2016","2015-10-17 00:00:00",3
Jagiellonia Białystok,"2015/2016","2015-10-23 00:00:00",3
Jagiellonia Białystok,"2015/2016","2015-11-02 00:00:00",1
Jagiellonia Białystok,"2015/2016","2015-11-07 00:00:00",1
Jagiellonia Białystok,"2015/2016","2015-11-21 00:00:00",4
Jagiellonia Białystok,"2015/2016","2015-12-01 00:00:00",7
Jagiellonia Białystok,"2015/2016","2015-12-04 00:00:00",7
Jagiellonia Białystok,"2015/2016","2015-12-11 00:00:00",9
Jagiellonia Białystok,"2015/2016","2015-12-16 00:00:00",9
Jagiellonia Białystok,"2015/2016","2015-12-19 00:00:00",7
Jagiellonia Białystok,"2015/2016","2016-02-14 00:00:00",4
Jagiellonia Białystok,"2015/2016","2016-02-19 00:00:00",7
Jagiellonia Białystok,"2015/2016","2016-02-28 00:00:00",7
Jagiellonia Białystok,"2015/2016","2016-03-02 00:00:00",8
Jagiellonia Białystok,"2015/2016","2016-03-06 00:00:00",7
Jagiellonia Białystok,"2015/2016","2016-03-12 00:00:00",10
Jagiellonia Białystok,"2015/2016","2016-03-18 00:00:00",7
Jagiellonia Białystok,"2015/2016","2016-04-04 00:00:00",4
Jagiellonia Białystok,"2015/2016","2016-04-09 00:00:00",3
S.C. Olhanense,"2009/2010","2009-08-16 00:00:00",1
S.C. Olhanense,"2009/2010","2009-08-21 00:00:00",2
S.C. Olhanense,"2009/2010","2009-08-31 00:00:00",3
S.C. Olhanense,"2009/2010","2009-09-13 00:00:00",6
S.C. Olhanense,"2009/2010","2009-09-21 00:00:00",6
S.C. Olhanense,"2009/2010","2009-09-25 00:00:00",5
S.C. Olhanense,"2009/2010","2009-10-04 00:00:00",4
S.C. Olhanense,"2009/2010","2009-10-23 00:00:00",4
S.C. Olhanense,"2009/2010","2009-11-01 00:00:00",1
S.C. Olhanense,"2009/2010","2009-11-07 00:00:00",2
S.C. Olhanense,"2009/2010","2009-11-27 00:00:00",2
S.C. Olhanense,"2009/2010","2009-12-06 00:00:00",2
S.C. Olhanense,"2009/2010","2009-12-12 00:00:00",2
S.C. Olhanense,"2009/2010","2009-12-21 00:00:00",3
S.C. Olhanense,"2009/2010","2010-01-10 00:00:00",3
S.C. Olhanense,"2009/2010","2010-01-16 00:00:00",6
S.C. Olhanense,"2009/2010","2010-01-30 00:00:00",6
S.C. Olhanense,"2009/2010","2010-02-07 00:00:00",8
S.C. Olhanense,"2009/2010","2010-02-14 00:00:00",8
S.C. Olhanense,"2009/2010","2010-02-20 00:00:00",8
S.C. Olhanense,"2009/2010","2010-02-27 00:00:00",5
S.C. Olhanense,"2009/2010","2010-03-06 00:00:00",6
S.C. Olhanense,"2009/2010","2010-03-14 00:00:00",3
S.C. Olhanense,"2009/2010","2010-03-28 00:00:00",5
S.C. Olhanense,"2009/2010","2010-04-03 00:00:00",5
S.C. Olhanense,"2009/2010","2010-04-11 00:00:00",6
S.C. Olhanense,"2009/2010","2010-04-16 00:00:00",5
S.C. Olhanense,"2009/2010","2010-04-24 00:00:00",5
S.C. Olhanense,"2009/2010","2010-05-02 00:00:00",5
S.C. Olhanense,"2009/2010","2010-05-09 00:00:00",5
S.C. Olhanense,"2010/2011","2010-08-16 00:00:00",5
S.C. Olhanense,"2010/2011","2010-08-20 00:00:00",6
S.C. Olhanense,"2010/2011","2010-08-29 00:00:00",9
S.C. Olhanense,"2010/2011","2010-09-11 00:00:00",7
S.C. Olhanense,"2010/2011","2010-09-17 00:00:00",9
S.C. Olhanense,"2010/2011","2010-09-25 00:00:00",8
S.C. Olhanense,"2010/2011","2010-10-02 00:00:00",10
S.C. Olhanense,"2010/2011","2010-10-23 00:00:00",7
S.C. Olhanense,"2010/2011","2010-10-31 00:00:00",7
S.C. Olhanense,"2010/2011","2010-11-07 00:00:00",5
S.C. Olhanense,"2010/2011","2010-11-14 00:00:00",6
S.C. Olhanense,"2010/2011","2010-11-27 00:00:00",3
S.C. Olhanense,"2010/2011","2010-12-03 00:00:00",3
S.C. Olhanense,"2010/2011","2010-12-19 00:00:00",3
S.C. Olhanense,"2010/2011","2011-01-09 00:00:00",5
S.C. Olhanense,"2010/2011","2011-01-15 00:00:00",4
S.C. Olhanense,"2010/2011","2011-01-22 00:00:00",7
S.C. Olhanense,"2010/2011","2011-02-06 00:00:00",10
S.C. Olhanense,"2010/2011","2011-02-12 00:00:00",10
S.C. Olhanense,"2010/2011","2011-02-19 00:00:00",8
S.C. Olhanense,"2010/2011","2011-02-26 00:00:00",8
S.C. Olhanense,"2010/2011","2011-03-06 00:00:00",6
S.C. Olhanense,"2010/2011","2011-03-20 00:00:00",3
S.C. Olhanense,"2010/2011","2011-03-27 00:00:00",2
S.C. Olhanense,"2010/2011","2011-04-03 00:00:00",1
S.C. Olhanense,"2010/2011","2011-04-10 00:00:00",1
S.C. Olhanense,"2010/2011","2011-04-16 00:00:00",1
S.C. Olhanense,"2010/2011","2011-05-01 00:00:00",2
S.C. Olhanense,"2010/2011","2011-05-08 00:00:00",5
S.C. Olhanense,"2010/2011","2011-05-14 00:00:00",6
S.C. Olhanense,"2011/2012","2011-08-13 00:00:00",7
S.C. Olhanense,"2011/2012","2011-08-22 00:00:00",7
S.C. Olhanense,"2011/2012","2011-08-28 00:00:00",9
S.C. Olhanense,"2011/2012","2011-09-11 00:00:00",6
S.C. Olhanense,"2011/2012","2011-09-16 00:00:00",6
S.C. Olhanense,"2011/2012","2011-09-25 00:00:00",8
S.C. Olhanense,"2011/2012","2011-10-02 00:00:00",7
S.C. Olhanense,"2011/2012","2011-10-22 00:00:00",7
S.C. Olhanense,"2011/2012","2011-10-29 00:00:00",7
S.C. Olhanense,"2011/2012","2011-11-05 00:00:00",7
S.C. Olhanense,"2011/2012","2011-11-27 00:00:00",5
S.C. Olhanense,"2011/2012","2011-12-12 00:00:00",5
S.C. Olhanense,"2011/2012","2011-12-19 00:00:00",2
S.C. Olhanense,"2011/2012","2012-01-08 00:00:00",2
S.C. Olhanense,"2011/2012","2012-01-15 00:00:00",4
S.C. Olhanense,"2011/2012","2012-01-23 00:00:00",4
S.C. Olhanense,"2011/2012","2012-01-29 00:00:00",7
S.C. Olhanense,"2011/2012","2012-02-12 00:00:00",7
S.C. Olhanense,"2011/2012","2012-02-19 00:00:00",8
S.C. Olhanense,"2011/2012","2012-02-26 00:00:00",6
S.C. Olhanense,"2011/2012","2012-03-05 00:00:00",8
S.C. Olhanense,"2011/2012","2012-03-11 00:00:00",6
S.C. Olhanense,"2011/2012","2012-03-18 00:00:00",7
S.C. Olhanense,"2011/2012","2012-03-23 00:00:00",7
S.C. Olhanense,"2011/2012","2012-03-31 00:00:00",6
S.C. Olhanense,"2011/2012","2012-04-07 00:00:00",3
S.C. Olhanense,"2011/2012","2012-04-23 00:00:00",5
S.C. Olhanense,"2011/2012","2012-04-27 00:00:00",7
S.C. Olhanense,"2011/2012","2012-05-05 00:00:00",7
S.C. Olhanense,"2011/2012","2012-05-12 00:00:00",10
S.C. Olhanense,"2012/2013","2012-08-17 00:00:00",13
S.C. Olhanense,"2012/2013","2012-08-24 00:00:00",11
S.C. Olhanense,"2012/2013","2012-09-01 00:00:00",8
S.C. Olhanense,"2012/2013","2012-09-23 00:00:00",7
S.C. Olhanense,"2012/2013","2012-09-30 00:00:00",4
S.C. Olhanense,"2012/2013","2012-10-07 00:00:00",2
S.C. Olhanense,"2012/2013","2012-10-27 00:00:00",2
S.C. Olhanense,"2012/2013","2012-11-04 00:00:00",3
S.C. Olhanense,"2012/2013","2012-11-11 00:00:00",6
S.C. Olhanense,"2012/2013","2012-11-24 00:00:00",6
S.C. Olhanense,"2012/2013","2012-12-09 00:00:00",5
S.C. Olhanense,"2012/2013","2012-12-15 00:00:00",5
S.C. Olhanense,"2012/2013","2013-01-05 00:00:00",7
S.C. Olhanense,"2012/2013","2013-01-13 00:00:00",4
S.C. Olhanense,"2012/2013","2013-01-20 00:00:00",4
S.C. Olhanense,"2012/2013","2013-01-27 00:00:00",5
S.C. Olhanense,"2012/2013","2013-02-03 00:00:00",5
S.C. Olhanense,"2012/2013","2013-02-10 00:00:00",3
S.C. Olhanense,"2012/2013","2013-02-17 00:00:00",3
S.C. Olhanense,"2012/2013","2013-02-24 00:00:00",3
S.C. Olhanense,"2012/2013","2013-03-04 00:00:00",2
S.C. Olhanense,"2012/2013","2013-03-10 00:00:00",2
S.C. Olhanense,"2012/2013","2013-03-16 00:00:00",1
S.C. Olhanense,"2012/2013","2013-03-30 00:00:00",4
S.C. Olhanense,"2012/2013","2013-04-07 00:00:00",4
S.C. Olhanense,"2012/2013","2013-04-22 00:00:00",4
S.C. Olhanense,"2012/2013","2013-04-28 00:00:00",3
S.C. Olhanense,"2012/2013","2013-05-05 00:00:00",6
S.C. Olhanense,"2012/2013","2013-05-11 00:00:00",3
S.C. Olhanense,"2012/2013","2013-05-19 00:00:00",4
S.C. Olhanense,"2013/2014","2013-08-17 00:00:00",4
S.C. Olhanense,"2013/2014","2013-08-24 00:00:00",7
S.C. Olhanense,"2013/2014","2013-09-01 00:00:00",5
S.C. Olhanense,"2013/2014","2013-09-15 00:00:00",5
S.C. Olhanense,"2013/2014","2013-09-21 00:00:00",5
S.C. Olhanense,"2013/2014","2013-09-28 00:00:00",5
S.C. Olhanense,"2013/2014","2013-10-05 00:00:00",2
S.C. Olhanense,"2013/2014","2013-10-26 00:00:00",4
S.C. Olhanense,"2013/2014","2013-11-03 00:00:00",5
S.C. Olhanense,"2013/2014","2013-11-25 00:00:00",4
S.C. Olhanense,"2013/2014","2013-11-29 00:00:00",4
S.C. Olhanense,"2013/2014","2013-12-08 00:00:00",4
S.C. Olhanense,"2013/2014","2013-12-15 00:00:00",1
S.C. Olhanense,"2013/2014","2013-12-20 00:00:00",0
S.C. Olhanense,"2013/2014","2014-01-12 00:00:00",3
S.C. Olhanense,"2013/2014","2014-01-17 00:00:00",3
S.C. Olhanense,"2013/2014","2014-02-05 00:00:00",3
S.C. Olhanense,"2013/2014","2014-02-09 00:00:00",4
S.C. Olhanense,"2013/2014","2014-02-15 00:00:00",4
S.C. Olhanense,"2013/2014","2014-02-23 00:00:00",4
S.C. Olhanense,"2013/2014","2014-03-01 00:00:00",4
S.C. Olhanense,"2013/2014","2014-03-09 00:00:00",5
S.C. Olhanense,"2013/2014","2014-03-16 00:00:00",4
S.C. Olhanense,"2013/2014","2014-03-23 00:00:00",5
S.C. Olhanense,"2013/2014","2014-03-30 00:00:00",2
S.C. Olhanense,"2013/2014","2014-04-05 00:00:00",2
S.C. Olhanense,"2013/2014","2014-04-12 00:00:00",4
S.C. Olhanense,"2013/2014","2014-04-20 00:00:00",4
S.C. Olhanense,"2013/2014","2014-05-04 00:00:00",6
S.C. Olhanense,"2013/2014","2014-05-10 00:00:00",6
Lech Poznań,"2008/2009","2008-08-08 00:00:00",0
Lech Poznań,"2008/2009","2008-08-17 00:00:00",3
Lech Poznań,"2008/2009","2008-08-23 00:00:00",6
Lech Poznań,"2008/2009","2008-08-31 00:00:00",6
Lech Poznań,"2008/2009","2008-09-14 00:00:00",9
Lech Poznań,"2008/2009","2008-09-21 00:00:00",12
Lech Poznań,"2008/2009","2008-09-28 00:00:00",12
Lech Poznań,"2008/2009","2008-10-05 00:00:00",10
Lech Poznań,"2008/2009","2008-10-19 00:00:00",10
Lech Poznań,"2008/2009","2008-10-25 00:00:00",8
Lech Poznań,"2008/2009","2008-10-31 00:00:00",8
Lech Poznań,"2008/2009","2008-11-09 00:00:00",8
Lech Poznań,"2008/2009","2008-11-12 00:00:00",8
Lech Poznań,"2008/2009","2008-11-16 00:00:00",11
Lech Poznań,"2008/2009","2008-11-22 00:00:00",13
Lech Poznań,"2008/2009","2008-11-30 00:00:00",13
Lech Poznań,"2008/2009","2008-12-07 00:00:00",13
Lech Poznań,"2008/2009","2009-03-01 00:00:00",15
Lech Poznań,"2008/2009","2009-03-08 00:00:00",15
Lech Poznań,"2008/2009","2009-03-15 00:00:00",13
Lech Poznań,"2008/2009","2009-03-21 00:00:00",11
Lech Poznań,"2008/2009","2009-04-05 00:00:00",9
Lech Poznań,"2008/2009","2009-04-11 00:00:00",9
Lech Poznań,"2008/2009","2009-04-18 00:00:00",7
Lech Poznań,"2008/2009","2009-04-26 00:00:00",7
Lech Poznań,"2008/2009","2009-05-03 00:00:00",7
Lech Poznań,"2008/2009","2009-05-09 00:00:00",9
Lech Poznań,"2008/2009","2009-05-15 00:00:00",9
Lech Poznań,"2008/2009","2009-05-23 00:00:00",9
Lech Poznań,"2008/2009","2009-05-30 00:00:00",9
Lech Poznań,"2009/2010","2009-08-02 00:00:00",11
Lech Poznań,"2009/2010","2009-08-09 00:00:00",11
Lech Poznań,"2009/2010","2009-08-16 00:00:00",8
Lech Poznań,"2009/2010","2009-08-23 00:00:00",7
Lech Poznań,"2009/2010","2009-08-30 00:00:00",7
Lech Poznań,"2009/2010","2009-09-12 00:00:00",7
Lech Poznań,"2009/2010","2009-09-19 00:00:00",7
Lech Poznań,"2009/2010","2009-09-25 00:00:00",7
Lech Poznań,"2009/2010","2009-10-04 00:00:00",8
Lech Poznań,"2009/2010","2009-10-18 00:00:00",10
Lech Poznań,"2009/2010","2009-10-25 00:00:00",8
Lech Poznań,"2009/2010","2009-10-31 00:00:00",8
Lech Poznań,"2009/2010","2009-11-07 00:00:00",9
Lech Poznań,"2009/2010","2009-11-21 00:00:00",11
Lech Poznań,"2009/2010","2009-11-27 00:00:00",11
Lech Poznań,"2009/2010","2009-12-05 00:00:00",11
Lech Poznań,"2009/2010","2009-12-12 00:00:00",11
Lech Poznań,"2009/2010","2010-02-28 00:00:00",13
Lech Poznań,"2009/2010","2010-03-06 00:00:00",13
Lech Poznań,"2009/2010","2010-03-14 00:00:00",11
Lech Poznań,"2009/2010","2010-03-21 00:00:00",13
Lech Poznań,"2009/2010","2010-03-28 00:00:00",11
Lech Poznań,"2009/2010","2010-04-03 00:00:00",11
Lech Poznań,"2009/2010","2010-04-09 00:00:00",11
Lech Poznań,"2009/2010","2010-04-24 00:00:00",11
Lech Poznań,"2009/2010","2010-04-28 00:00:00",11
Lech Poznań,"2009/2010","2010-05-02 00:00:00",13
Lech Poznań,"2009/2010","2010-05-08 00:00:00",13
Lech Poznań,"2009/2010","2010-05-11 00:00:00",13
Lech Poznań,"2009/2010","2010-05-15 00:00:00",15
Lech Poznań,"2010/2011","2010-08-07 00:00:00",13
Lech Poznań,"2010/2011","2010-08-14 00:00:00",11
Lech Poznań,"2010/2011","2010-08-22 00:00:00",11
Lech Poznań,"2010/2011","2010-08-29 00:00:00",8
Lech Poznań,"2010/2011","2010-09-11 00:00:00",8
Lech Poznań,"2010/2011","2010-09-24 00:00:00",7
Lech Poznań,"2010/2011","2010-10-03 00:00:00",6
Lech Poznań,"2010/2011","2010-10-16 00:00:00",3
Lech Poznań,"2010/2011","2010-10-24 00:00:00",3
Lech Poznań,"2010/2011","2010-10-31 00:00:00",3
Lech Poznań,"2010/2011","2010-11-07 00:00:00",3
Lech Poznań,"2010/2011","2010-11-10 00:00:00",4
Lech Poznań,"2010/2011","2010-11-13 00:00:00",7
Lech Poznań,"2010/2011","2010-11-20 00:00:00",10
Lech Poznań,"2010/2011","2010-11-27 00:00:00",8
Lech Poznań,"2010/2011","2011-02-27 00:00:00",11
Lech Poznań,"2010/2011","2011-03-05 00:00:00",13
Lech Poznań,"2010/2011","2011-03-13 00:00:00",10
Lech Poznań,"2010/2011","2011-03-19 00:00:00",10
Lech Poznań,"2010/2011","2011-04-01 00:00:00",10
Lech Poznań,"2010/2011","2011-04-08 00:00:00",7
Lech Poznań,"2010/2011","2011-04-16 00:00:00",7
Lech Poznań,"2010/2011","2011-04-23 00:00:00",8
Lech Poznań,"2010/2011","2011-04-29 00:00:00",5
Lech Poznań,"2010/2011","2011-05-07 00:00:00",7
Lech Poznań,"2010/2011","2011-05-11 00:00:00",7
Lech Poznań,"2010/2011","2011-05-14 00:00:00",7
Lech Poznań,"2010/2011","2011-05-22 00:00:00",6
Lech Poznań,"2010/2011","2011-05-25 00:00:00",9
Lech Poznań,"2010/2011","2011-05-29 00:00:00",9
Lech Poznań,"2011/2012","2011-07-29 00:00:00",12
Lech Poznań,"2011/2012","2011-08-05 00:00:00",10
Lech Poznań,"2011/2012","2011-08-15 00:00:00",13
Lech Poznań,"2011/2012","2011-08-19 00:00:00",13
Lech Poznań,"2011/2012","2011-08-26 00:00:00",10
Lech Poznań,"2011/2012","2011-09-09 00:00:00",7
Lech Poznań,"2011/2012","2011-09-16 00:00:00",9
Lech Poznań,"2011/2012","2011-09-23 00:00:00",6
Lech Poznań,"2011/2012","2011-10-01 00:00:00",6
Lech Poznań,"2011/2012","2011-10-14 00:00:00",9
Lech Poznań,"2011/2012","2011-10-22 00:00:00",10
Lech Poznań,"2011/2012","2011-10-30 00:00:00",8
Lech Poznań,"2011/2012","2011-11-04 00:00:00",8
Lech Poznań,"2011/2012","2011-11-21 00:00:00",6
Lech Poznań,"2011/2012","2011-11-27 00:00:00",3
Lech Poznań,"2011/2012","2011-12-03 00:00:00",5
Lech Poznań,"2011/2012","2011-12-12 00:00:00",7
Lech Poznań,"2011/2012","2012-02-17 00:00:00",7
Lech Poznań,"2011/2012","2012-02-24 00:00:00",6
Lech Poznań,"2011/2012","2012-03-09 00:00:00",7
Lech Poznań,"2011/2012","2012-03-17 00:00:00",4
Lech Poznań,"2011/2012","2012-03-25 00:00:00",4
Lech Poznań,"2011/2012","2012-03-28 00:00:00",7
Lech Poznań,"2011/2012","2012-03-31 00:00:00",10
Lech Poznań,"2011/2012","2012-04-09 00:00:00",10
Lech Poznań,"2011/2012","2012-04-15 00:00:00",13
Lech Poznań,"2011/2012","2012-04-21 00:00:00",13
Lech Poznań,"2011/2012","2012-04-27 00:00:00",13
Lech Poznań,"2011/2012","2012-05-03 00:00:00",13
Lech Poznań,"2011/2012","2012-05-06 00:00:00",13
Lech Poznań,"2012/2013","2012-08-18 00:00:00",13
Lech Poznań,"2012/2013","2012-08-25 00:00:00",13
